Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	67	31.60377358490566	2.884607492508711E-4	SEMA5B, MRGPRF, GRIK3, AQP2, CHRDL1, SLC8A1, HS6ST3, LAMP5, CDH6, CDH4, CREB3L3, LIPH, DNER, RNF150, THSD7A, ENTPD3, MME, CD300A, SEMA6D, ANO5, F3, PRLR, TANC2, DCN, RGMA, GREM2, BACE2, COL4A4, PAPPA, KIT, PLA2R1, TRABD2B, C21ORF62, CDH19, CHODL, KCNE1, SLC24A3, SUCNR1, TMPRSS2, CD1D, LYPD6, FBLN5, NKAIN1, ERMP1, FLRT2, C7, ERBB4, TSPAN2, SCN3A, SLC38A4, SLC19A2, GABRA2, SLC14A1, ERVMER34-1, TMEM30B, PCDH9, EGF, ATRNL1, SLC12A1, LGI2, SLC52A3, GP2, PRSS35, NETO2, KITLG, UST, CCL28	209	4376	20516	1.5029477882840725	0.24453686647940753	0.07009596206796168	0.07009596206796168
GOTERM_CC_DIRECT	GO:0030054~cell junction	10	4.716981132075472	5.794221287064443E-4	CDH6, DLG2, DOC2A, MARVELD2, TBC1D24, IRF6, CGN, SLC8A1, MPP7, DDB2	205	235	20587	4.273378308251168	0.13689236595258525	0.03679330517285921	0.03621388304415277
UP_KW_PTM	KW-0325~Glycoprotein	72	33.9622641509434	6.230553884121839E-4	SEMA5B, MRGPRF, GRIK3, AQP2, CHRDL1, SLC8A1, HS6ST3, LAMP5, CDH6, ESM1, CDH4, CREB3L3, LIPH, DNER, RNF150, THSD7A, ENTPD3, MME, CD300A, SEMA6D, ANO5, F3, PRLR, TANC2, DCN, RGMA, GREM2, BACE2, COL4A4, PAPPA, SCNN1A, KIT, PLA2R1, TRABD2B, C21ORF62, CDH19, CHODL, KCNE1, SLC24A3, SUCNR1, TMPRSS2, CD1D, LYPD6, FBLN5, NKAIN1, ERMP1, C7, FLRT2, ERBB4, SPOCK1, TSPAN2, SCN3A, SLC38A4, SLC19A2, GABRA2, SLC14A1, ERVMER34-1, TMEM30B, PCDH9, EGF, ATRNL1, SLC12A1, LGI2, SLC52A3, GP2, PRSS35, NETO2, KITLG, UST, CCL28	154	4733	14104	1.3932131675634738	0.011155799599477989	0.011838052379831494	0.011838052379831494
UP_KW_DOMAIN	KW-0812~Transmembrane	87	41.0377358490566	9.017191198479114E-4	CLIC5, SEMA5B, HILPDA, MRGPRF, GRIK3, AQP2, SLC8A1, HS6ST3, LAMP5, CDH6, CDH4, CREB3L3, IYD, DNER, SMCO3, SLC16A7, RNF150, THSD7A, PAQR9, PACRG, ENTPD3, MME, TMEM52B, CD300A, SEMA6D, COL23A1, ANO5, F3, PRLR, RUNX1, CYP39A1, BACE2, CLDN10, PAPPA, CLIP4, SCNN1A, KIT, CLDN19, NAT8L, PLA2R1, TRABD2B, CDH19, CHODL, KCNE1, SLC24A3, SUCNR1, NDUFB5, FAXC, TMPRSS2, ATP1A2, CD1D, HIGD1A, JAKMIP3, GJC1, NKAIN1, ERMP1, FLRT2, MARVELD2, ERBB4, BSND, TSPAN2, SCN3A, SLC25A25, SLC38A4, SLC19A2, GABRA2, SLC14A1, SDR42E1, RIC3, KCNJ10, ERVMER34-1, TMEM30B, PCDH9, EGF, ATRNL1, ARHGEF39, KCNJ13, TMEM50B, SLC12A1, SLC52A3, GP2, NETO2, KITLG, UST, BMPR1B, XKR4	163	5900	14500	1.3117396277425395	0.020535118758762017	0.012012515330533014	0.012012515330533014
UP_KW_DOMAIN	KW-1133~Transmembrane helix	86	40.56603773584906	0.0010445665504811316	CLIC5, SEMA5B, HILPDA, MRGPRF, GRIK3, AQP2, SLC8A1, HS6ST3, LAMP5, CDH6, CDH4, CREB3L3, IYD, DNER, SMCO3, SLC16A7, RNF150, THSD7A, PAQR9, PACRG, ENTPD3, MME, TMEM52B, CD300A, SEMA6D, COL23A1, ANO5, F3, PRLR, CYP39A1, BACE2, CLDN10, PAPPA, CLIP4, SCNN1A, KIT, CLDN19, NAT8L, PLA2R1, TRABD2B, CDH19, CHODL, KCNE1, SLC24A3, SUCNR1, NDUFB5, FAXC, TMPRSS2, ATP1A2, CD1D, HIGD1A, JAKMIP3, GJC1, NKAIN1, ERMP1, FLRT2, MARVELD2, ERBB4, BSND, TSPAN2, SCN3A, SLC25A25, SLC38A4, SLC19A2, GABRA2, SLC14A1, SDR42E1, RIC3, KCNJ10, ERVMER34-1, TMEM30B, PCDH9, EGF, ATRNL1, ARHGEF39, KCNJ13, TMEM50B, SLC12A1, SLC52A3, GP2, NETO2, KITLG, UST, BMPR1B, XKR4	163	5837	14500	1.310657315138985	0.02375098547451393	0.012012515330533014	0.012012515330533014
GOTERM_MF_DIRECT	GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	14	6.60377358490566	0.0011845334148471915	TFAP2B, PLAG1, ESRRB, ESRRG, MITF, TFCP2L1, GRHL2, RUNX1, MECOM, CREB3L3, PRDM16, PGR, IRF6, TP63	193	476	18913	2.882200548613228	0.36488246811241876	0.22072725547002825	0.22015094409804384
GOTERM_BP_DIRECT	GO:0055075~potassium ion homeostasis	4	1.8867924528301887	0.0012683352347891317	TFAP2B, KCNJ10, SLC12A1, KLHL3	192	22	19357	18.330492424242426	0.7953441141425742	0.7559745739241769	0.7559745739241769
UP_KW_BIOLOGICAL_PROCESS	KW-0739~Sodium transport	7	3.30188679245283	0.0013553892427072896	SLC24A3, SCNN1A, SLC12A1, ATP1A2, SCN3A, SLC8A1, SLC38A4	114	121	11248	5.707988980716253	0.0967204063905096	0.0887748143070375	0.0887748143070375
GOTERM_BP_DIRECT	GO:0070830~bicellular tight junction assembly	5	2.358490566037736	0.0015981633191859506	CLDN10, MARVELD2, CLDN19, GRHL2, MPP7	192	51	19357	9.884089052287583	0.8645702442141397	0.7559745739241769	0.7559745739241769
UP_KW_DISEASE	KW-1010~Non-syndromic deafness	8	3.7735849056603774	0.0016470142637091843	CLIC5, KITLG, MARVELD2, ESRP1, EYA4, ESRRB, TBC1D24, GRHL2	65	125	4570	4.499692307692308	0.06535009727013796	0.03376379240603828	0.03376379240603828
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	18	8.49056603773585	0.001728934115953224	CGREF1, DOC2A, PCDH9, EGF, NPNT, SLC8A1, FBLN5, RUNX1, CDH6, PDP1, CDH4, CALB1, DNER, CHP2, SPOCK1, EFHD1, SLC25A25, CDH19	193	751	18913	2.348743989016372	0.4845705598344804	0.22072725547002825	0.22015094409804384
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	24	11.320754716981133	0.0018143389774180245	TFAP2B, PID1, PLAG1, ESRRB, ESRRG, MITF, TFCP2L1, FGF1, NPNT, GRHL2, DCN, RGMA, RUNX1, PYGO1, TOX3, MECOM, CREB3L3, PRDM16, CHP2, PGR, IRF6, BMPR1B, PPARGC1A, TP63	192	1204	19357	2.009655315614618	0.8966861260898555	0.7559745739241769	0.7559745739241769
SMART	SM00072:GuKc	4	1.8867924528301887	0.0021520129198547362	CACNB4, DLG2, MPP7	105	26	10374	15.200000000000003	0.2092885499899878	0.23456940826416625	0.23456940826416625
UP_KW_BIOLOGICAL_PROCESS	KW-0406~Ion transport	16	7.547169811320755	0.002367328381521	GABRA2, CLIC5, KCNE1, SLC24A3, KCNJ10, KCNJ13, SLC12A1, GRIK3, ATP1A2, SLC8A1, CLDN10, CACNB4, SCNN1A, SCN3A, SLC38A4, ATP6V1C2	114	658	11248	2.3991894630192503	0.16285678669655657	0.0887748143070375	0.0887748143070375
INTERPRO	IPR008145:Guanylate kinase/L-type calcium channel	4	1.8867924528301887	0.0024480636123462222	CACNB4, DLG2, MPP7	201	26	19139	14.649062380405663	0.6816638452451134	1.0	1.0
BIOCARTA	h_melanocytePathway:Melanocyte Development and Pigmentation Pathway	3	1.4150943396226416	0.0026342294386204205	KITLG, KIT, MITF	20	7	1623	34.77857142857143	0.11892263864555674	0.1264430130537802	0.1264430130537802
UP_KW_MOLECULAR_FUNCTION	KW-0010~Activator	16	7.547169811320755	0.0031843638393491656	TFAP2B, PLAG1, EYA4, ESRRG, MITF, GRHL2, RUNX1, TOX3, DACH1, CREB3L3, ERBB4, ELF5, DNER, PRDM16, PPARGC1A, TP63	114	708	11735	2.326295965903459	0.1555253575558343	0.16877128348550577	0.16877128348550577
KEGG_PATHWAY	hsa04530:Tight junction	8	3.7735849056603774	0.003558064912343262	CLDN10, DLG2, MARVELD2, CLDN19, CD1D, CGN, CGNL1, RUNX1	97	169	8205	4.004148111999024	0.535292974322371	0.6481838380284725	0.6481838380284725
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO)	6	2.8301886792452833	0.003839629328938639	TFAP2B, PLAG1, ESRRG, PGR, MITF, TP63	209	102	20516	5.774275260343372	0.976229336375474	0.7464239415456715	0.7464239415456715
GOTERM_BP_DIRECT	GO:0002070~epithelial cell maturation	3	1.4150943396226416	0.004137294046260896	KCNE1, PGR, TFCP2L1	192	10	19357	30.245312499999997	0.9943851780939726	1.0	1.0
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	26	12.264150943396226	0.0043611360812494905	SLC24A3, GRIK3, TMPRSS2, CD1D, AQP2, SLC8A1, CDH4, FLRT2, ERBB4, IYD, BSND, SLC16A7, TSPAN2, SLC38A4, GABRA2, SLC14A1, KCNJ10, MME, PCDH9, SEMA6D, SLC52A3, F3, SCNN1A, KIT, PLA2R1, TRABD2B	205	1438	20587	1.815740018318125	0.6704908275715922	0.2215457129274741	0.21805680406247452
UP_KW_CELLULAR_COMPONENT	KW-0796~Tight junction	6	2.8301886792452833	0.004401850269713455	CLDN10, MARVELD2, CLDN19, CGN, MPP7, CGNL1	188	101	17662	5.580998525384453	0.13928623604180546	0.04988763639008583	0.046953069543610185
GOTERM_MF_DIRECT	GO:0005154~epidermal growth factor receptor binding	4	1.8867924528301887	0.004889728291293818	VAV3, ERBB4, EGF, FAM83B	193	34	18913	11.528802194452911	0.8470064590360673	0.4681914838913831	0.46696905181855963
GOTERM_BP_DIRECT	GO:0035725~sodium ion transmembrane transport	6	2.8301886792452833	0.005083956752674799	SLC24A3, SCNN1A, SLC12A1, ATP1A2, SCN3A, SLC8A1	192	112	19357	5.4009486607142865	0.9982898172398683	1.0	1.0
UP_KW_LIGAND	KW-0915~Sodium	7	3.30188679245283	0.006355310655860189	SLC24A3, SCNN1A, SLC12A1, ATP1A2, SCN3A, SLC8A1, SLC38A4	84	138	6850	4.136473429951691	0.17408857798771227	0.19065931967580568	0.19065931967580568
UP_SEQ_FEATURE	DOMAIN:SH3	8	3.7735849056603774	0.006628775300005922	VAV3, CACNB4, DLG2, KALRN, MPP7, SH3GL2, FRK	209	216	20516	3.6356547935495303	0.9984424163445613	1.0	1.0
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	6	2.8301886792452833	0.007011978146834109	MME, COL4A4, KCNJ13, COL23A1, ATP1A2, SLC8A1	97	103	8205	4.9274346912221	0.7797265792823125	0.6481838380284725	0.6481838380284725
UP_KW_BIOLOGICAL_PROCESS	KW-0633~Potassium transport	6	2.8301886792452833	0.007651357986811887	KCNE1, KCNJ10, SLC24A3, KCNJ13, SLC12A1, ATP1A2	114	122	11248	4.852459016393443	0.437890430755444	0.19128394967029716	0.19128394967029716
GOTERM_BP_DIRECT	GO:0060644~mammary gland epithelial cell differentiation	3	1.4150943396226416	0.008152378228068208	ERBB4, IRF6, PRLR	192	14	19357	21.603794642857146	0.9999640088767385	1.0	1.0
GOTERM_CC_DIRECT	GO:0031594~neuromuscular junction	5	2.358490566037736	0.008238866406806588	DES, DLG2, ERBB4, TBC1D24, SPOCK1	205	80	20587	6.276524390243902	0.8777075943249716	0.3004007721680098	0.2956700513464664
UP_SEQ_FEATURE	DOMAIN:L27	3	1.4150943396226416	0.008591339137706919	DLG2, MPP7	209	14	20516	21.034859876965143	0.9997721585654881	1.0	1.0
UP_KW_CELLULAR_COMPONENT	KW-0770~Synapse	13	6.132075471698113	0.008880393572120887	LAMP5, GABRA2, DLG2, DOC2A, FLRT2, PSD3, GRIK3, TBC1D24, ERC2, LYPD6, TANC2, SH3GL2	188	515	17662	2.3714728361908697	0.2616091704955441	0.07424011520178228	0.06987304960167744
KEGG_PATHWAY	hsa00250:Alanine, aspartate and glutamate metabolism	4	1.8867924528301887	0.009044425646908917	GAD1, ABAT, RIMKLA, NAT8L	97	37	8205	9.144608526051826	0.8582086367441634	0.6481838380284725	0.6481838380284725
INTERPRO	IPR004172:L27	3	1.4150943396226416	0.009103383425370369	DLG2, MPP7	201	14	19139	20.404051172707888	0.9860286827711098	1.0	1.0
GOTERM_CC_DIRECT	GO:0005923~bicellular tight junction	6	2.8301886792452833	0.009598844789176702	CLDN10, MARVELD2, CLDN19, CGN, MPP7, CGNL1	205	130	20587	4.634971857410882	0.9136963600239211	0.3004007721680098	0.2956700513464664
GOTERM_BP_DIRECT	GO:1990573~potassium ion import across plasma membrane	4	1.8867924528301887	0.009900866601202584	KCNJ10, KCNJ13, SLC12A1, ATP1A2	192	45	19357	8.961574074074074	0.9999960340203162	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:TSP type-1 1	4	1.8867924528301887	0.010023607871005698	SEMA5B, C7, THSD7A, THSD4	209	44	20516	8.923879947803393	0.999944108897742	1.0	1.0
UP_SEQ_FEATURE	DOMAIN:TSP type-1 2	4	1.8867924528301887	0.010023607871005698	SEMA5B, C7, THSD7A, THSD4	209	44	20516	8.923879947803393	0.999944108897742	1.0	1.0
GOTERM_CC_DIRECT	GO:0098982~GABA-ergic synapse	5	2.358490566037736	0.010153626766609476	GABRA2, CALB1, ERBB4, GAD1, ERC2	205	85	20587	5.9073170731707325	0.9251451008651963	0.3004007721680098	0.2956700513464664
INTERPRO	IPR023415:Low-density lipoprotein (LDL) receptor class A, conserved site	4	1.8867924528301887	0.010205890526431506	C7, TMPRSS2, NETO2	201	43	19139	8.85757260210575	0.9916928529226349	1.0	1.0
INTERPRO	IPR001452:Src homology-3 domain	8	3.7735849056603774	0.010489108876279483	VAV3, CACNB4, DLG2, KALRN, MPP7, SH3GL2, FRK	201	229	19139	3.32642464533229	0.9927320783739988	1.0	1.0
GOTERM_BP_DIRECT	GO:0007043~cell-cell junction assembly	4	1.8867924528301887	0.010515972937797375	GJC1, CDH6, CDH4, CDH19	192	46	19357	8.76675724637681	0.9999981761677321	1.0	1.0
GOTERM_CC_DIRECT	GO:0014704~intercalated disc	4	1.8867924528301887	0.01064412184847279	GJC1, DES, ATP1A2, SLC8A1	205	46	20587	8.732555673382821	0.9339998745589688	0.3004007721680098	0.2956700513464664
UP_KW_CELLULAR_COMPONENT	KW-0965~Cell junction	11	5.188679245283019	0.0109176640002621	GJC1, LIMS3, EPB41L5, CLDN10, FLRT2, MARVELD2, CLDN19, CGN, MPP7, CGNL1	188	403	17662	2.5643049469404997	0.3115012441681415	0.07424011520178228	0.06987304960167744
GOTERM_BP_DIRECT	GO:0001755~neural crest cell migration	4	1.8867924528301887	0.011152778161222381	SEMA5B, KITLG, ERBB4, SEMA6D	192	47	19357	8.5802304964539	0.9999991843625493	1.0	1.0
INTERPRO	IPR020590:Guanylate kinase, conserved site	3	1.4150943396226416	0.011841148577520562	DLG2, MPP7	201	16	19139	17.853544776119403	0.9961620497424112	1.0	1.0
GOTERM_BP_DIRECT	GO:0099509~regulation of presynaptic cytosolic calcium ion concentration	3	1.4150943396226416	0.011949777768918663	CACNB4, CALB1, ERC2	192	17	19357	17.79136029411765	0.9999997023024758	1.0	1.0
GOTERM_BP_DIRECT	GO:0055078~sodium ion homeostasis	3	1.4150943396226416	0.011949777768918663	TFAP2B, SCNN1A, SLC12A1	192	17	19357	17.79136029411765	0.9999997023024758	1.0	1.0
GOTERM_BP_DIRECT	GO:0034220~ion transmembrane transport	6	2.8301886792452833	0.01198151509598486	GJC1, GABRA2, SLC12A1, GRIK3, ATP1A2, ANO5	192	138	19357	4.383378623188405	0.9999997140188651	1.0	1.0
SMART	SM00192:LDLa	4	1.8867924528301887	0.012915314228098013	C7, TMPRSS2, NETO2	105	49	10374	8.06530612244898	0.7575450072122142	0.6566776192703005	0.6566776192703005
GOTERM_BP_DIRECT	GO:0010628~positive regulation of gene expression	12	5.660377358490567	0.013161874894305925	RHOXF2, SLC24A3, PID1, PLAG1, EGF, CLDN19, PGR, MITF, BMPR1B, FGF1, F3, PPARGC1A	192	513	19357	2.3583089668615984	0.99999993582005	1.0	1.0
UP_KW_DOMAIN	KW-0728~SH3 domain	8	3.7735849056603774	0.013282820298599046	VAV3, CACNB4, DLG2, KALRN, MPP7, SH3GL2, FRK	163	225	14500	3.16291751874574	0.26475536468458105	0.08567101674689741	0.08567101674689741
GOTERM_BP_DIRECT	GO:0060749~mammary gland alveolus development	3	1.4150943396226416	0.013357019125656492	ERBB4, EGF, PRLR	192	18	19357	16.80295138888889	0.9999999498768627	1.0	1.0
GOTERM_BP_DIRECT	GO:0007173~epidermal growth factor receptor signaling pathway	4	1.8867924528301887	0.013919394631503147	SHC3, ERBB4, EGF, FAM83B	192	51	19357	7.907271241830065	0.9999999754234308	1.0	1.0
UP_KW_MOLECULAR_FUNCTION	KW-0851~Voltage-gated channel	6	2.8301886792452833	0.014870086226159276	CLIC5, KCNE1, CACNB4, KCNJ10, KCNJ13, SCN3A	114	150	11735	4.117543859649122	0.5479818660499426	0.39405728499322085	0.39405728499322085
UP_KW_DOMAIN	KW-0732~Signal	63	29.71698113207547	0.014899307260329984	SEMA5B, GRIK3, ABAT, CHRDL1, SLC8A1, LAMP5, CDH6, ESM1, CDH4, LIPH, DNER, RNF150, THSD7A, TMEM52B, CD300A, SEMA6D, NPNT, F3, PRLR, DCN, RGMA, CYP39A1, GREM2, BACE2, COL4A4, PAPPA, KIT, PLA2R1, TRABD2B, C21ORF62, CDH19, CHODL, SLC24A3, NDUFB5, CD1D, LYPD6, THSD4, FBLN5, NKAIN1, CYP2B6, C7, FLRT2, ERBB4, SPOCK1, SLC25A25, GABRA2, CGREF1, RIC3, CA10, ERVMER34-1, PCDH9, FAM78A, EGF, ATRNL1, LGI2, GP2, PRSS35, NETO2, KITLG, CXCL12, BMPR1B, CCL28	163	4357	14500	1.2862736925700269	0.2919655928304784	0.08567101674689741	0.08567101674689741
INTERPRO	IPR009030:Insulin-like growth factor binding protein, N-terminal	6	2.8301886792452833	0.015460114881590669	ESM1, ERBB4, EGF, DNER, NPNT, FBLN5	201	139	19139	4.110168581552668	0.9993082359721758	1.0	1.0
