Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
BIOCARTA	h_eicosanoidPathway:Eicosanoid Metabolism	7	0.9114583333333334	4.3926393517726545E-4	CYP2J2, PTGER4, PTGFR, PTGER1, PTGER3, PLA2G4A, PTGS2	80	22	1623	6.455113636363635	0.053854972277608826	0.05534725583233545	0.05534725583233545
UP_KW_MOLECULAR_FUNCTION	KW-0339~Growth factor	15	1.953125	4.487639409427895E-4	EGF, INHBB, FGF1, GDF6, PGF, TYMP, VEGFA, FGF7, KITLG, CXCL12, EFEMP1, FGF9, OGN, TDGF1P3, TDGF1	440	133	11735	3.0079460013670536	0.038298556145684004	0.00976061571550567	0.008863087833620092
GOTERM_MF_DIRECT	GO:0004957~prostaglandin E receptor activity	4	0.5208333333333333	4.75402813899799E-4	PTGER4, HPGD, PTGER1, PTGER3	700	5	18913	21.614857142857144	0.3637829986953591	0.10605811921160092	0.10561202827906002
GOTERM_BP_DIRECT	GO:0007595~lactation	8	1.0416666666666665	4.86114485424726E-4	CCND1, ERBB4, VDR, CDO1, PRLR, HK2, APLN, VEGFA	676	41	19357	5.587242026266416	0.7982403161891453	0.0646923967032198	0.06416180900243397
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	16	2.083333333333333	4.912849081350227E-4	EGLN3, CXCR4, ADM, ABAT, KCNA5, NOL3, PGF, HK2, LOXL2, VEGFA, CXCL12, HMOX1, CA9, NOS1, ANGPTL4, PVALB	676	160	19357	2.863461538461538	0.8016470635457834	0.0646923967032198	0.06416180900243397
UP_KW_CELLULAR_COMPONENT	KW-0965~Cell junction	30	3.90625	5.397071217605486E-4	WNK4, CXCR4, TSPAN33, RTN4, GJC1, EPB41L5, EPB41L4B, CLMP, GJA3, FLRT2, MARVELD2, POF1B, FLRT3, CDH1, EPCAM, PGM5, TNS4, CGNL1, LIMS3, KDF1, SHROOM3, CGN, MPP7, APBB1IP, CLDN10, OCLN, CLDN14, CLDN19, MYZAP	656	403	17662	2.004251649216244	0.02400066773431242	0.004047803413204115	0.003687998665363749
GOTERM_BP_DIRECT	GO:0001503~ossification	11	1.4322916666666665	5.536863451004947E-4	CALCA, RASSF2, SLC34A1, ATP6V0A4, SOST, CHRDL1, MMP9, GPM6B, CTGF, ATP6V1B1, RUNX1	676	82	19357	3.8412288930581613	0.8384984027501983	0.07010520954118571	0.06953022756742751
GOTERM_MF_DIRECT	GO:0020037~heme binding	16	2.083333333333333	5.576136656761353E-4	CYP2J2, FECH, CYP4B1, PTGS2, CYP39A1, FA2H, CYP26B1, CYP2B6, CYP24A1, STC2, CYP1B1, HMOX1, NOS1, HRG, PVALB, IDO1	700	153	18913	2.8254715219421103	0.41165307683413765	0.10605811921160092	0.10561202827906002
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	21	2.734375	5.935913557541206E-4	ABCC3, SLC47A2, SLC14A1, ABCA6, SLC4A11, SLC4A1, AQP5, ABCA8, ANO4, SLC51B, ABCA12, ANO5, SVOPL, SLC4A9, SLC22A15, GJA3, SLC22A7, SLC25A25, CFTR, SLC19A2, SLC16A5	676	253	19357	2.37678625722104	0.8583906320402231	0.07237417567194684	0.07178058431619273
UP_KW_DOMAIN	KW-1133~Transmembrane helix	269	35.02604166666667	6.422668894868756E-4	MRGPRF, AQP7, SLC4A1, AQP5, ABCA12, AQP2, ZDHHC2, HS6ST2, TMEM92, HS6ST3, GJA3, CREB3L3, SMCO3, CYP1B1, THSD7A, PAQR9, ST6GAL1, TMEM52B, ENTPD3, KCNK10, SLC34A1, KCNK13, COL23A1, ACSL6, SLC51B, CYP39A1, PLPP4, ASPHD1, PAPPA, CFTR, PFN2, CDS1, CFAP61, PTGFR, CLCNKB, LPAR1, IL20RB, CLCNKA, UMOD, CD1D, GJC1, UGT8, NKAIN1, FLRT2, TSPAN8, FLRT3, KCNMB2, ST8SIA4, HMOX1, TSPAN2, ATP6V0A4, PROM1, TRPM6, SCN3A, TRPM3, GPM6B, PROM2, SLC19A2, SDR42E1, TMEM74B, LRRN2, TNFSF15, ABCA6, TMEM50B, GP2, ABCA8, NETO2, FA2H, OCLN, FXYD4, TMCC2, TMCC1, XKR4, SLC22A7, TDGF1, MRAP2, SCN2B, CLIC6, CLIC5, PTPRO, HILPDA, LPCAT1, HEPACAM2, GRIK3, PTH1R, SLC22A15, CHL1, DNER, RNF150, MUC15, CD36, CCR3, PACRG, MME, ANO4, ANO5, F3, SORCS2, TMC4, BACE2, CLDN10, CLDN14, KIT, CLDN19, PTGER4, PLPPR1, PTGER1, FAXC, PTGER3, TMPRSS4, NDUFA4L2, CXCR4, TMPRSS2, KCNA5, ZDHHC22, APOLD1, MFSD4A, ERMP1, EPCAM, SUSD4, SC5D, GPAT3, SUSD5, GABRD, RHBG, GABRA2, RIC3, GOLM1, DMRT2, ATRNL1, CD70, GCGR, SCD5, SUSD1, TMEM61, PKDREJ, FMO5, TMEM155, KITLG, XK, LGR6, RAMP1, SEMA5B, SCARB1, ATP12A, SLC8A1, LAMP5, CDH6, CDH4, CDH3, IYD, CDH1, SLC16A7, ENPP3, IL13RA2, SLC16A3, SLC16A5, PDGFRA, KIRREL2, SEMA6A, SCARA5, CD300A, SLC30A2, TMEM178A, SEMA6D, DIO1, NPY1R, SHISA3, SHISA2, PRLR, SCNN1G, EMCN, SCNN1B, SCNN1A, CLIP4, MAL, ADTRP, RHCG, PLA2R1, TRABD2B, CHODL, KCNE1, SUCNR1, TACSTD2, SLC1A3, VTCN1, HIGD1A, RTN4, FUT3, DPP6, BCL2L10, SLC38A4, SLC14A1, MFSD6L, ARHGEF39, SLC52A3, SLC4A11, LRP1B, TRPV6, TMEM116, UST, CSPG4, SLC26A4, BMPR1B, TMEM45B, MOXD1, HTR2B, ADGRE1, BDKRB2, C3ORF52, MAN1A1, CA9, QRFPR, ABCC3, SLC13A1, SLC13A3, NPY5R, ADGRF1, C14ORF37, NAT8L, SLC25A5, MCTP2, SMIM22, CDH19, SLC47A2, SLC24A3, NDUFB5, TYRP1, SLC5A11, ATP1A4, ATP1A3, ATP1A2, HSD17B12, TSPAN33, JAKMIP3, TSPAN32, MUC1, CLMP, MARVELD2, ERBB4, PRRG2, BSND, MAN1C1, MAL2, MEST, KCNJ1, SLC25A25, SPAG9, SLC12A3, MCOLN3, ERVMER34-1, KCNJ10, TMEM30B, GALNT3, PCDH9, KCNJ12, EGF, KCNJ13, SPAG4, SLC12A1, CYP4B1, SVOPL, SLC4A9, FRAS1, GLRB, NPHS1, NPHS2, SCD	573	5837	14500	1.1662078675453365	0.01782840981959155	0.005273801115568985	0.004897101035885486
KEGG_PATHWAY	hsa04966:Collecting duct acid secretion	7	0.9114583333333334	7.05991979498007E-4	CA2, CLCNKB, SLC4A1, ATP6V0A4, ATP6V0D2, ATP6V1C2, ATP6V1B1	343	27	8205	6.2018140589569155	0.19093206609262048	0.03587403452328781	0.03384117256696816
KEGG_PATHWAY	hsa04960:Aldosterone-regulated sodium reabsorption	8	1.0416666666666665	7.174806904657561E-4	SCNN1G, FXYD4, SCNN1B, SCNN1A, ATP1A4, ATP1A3, ATP1A2, KCNJ1	343	37	8205	5.172169253801907	0.19371778967151865	0.03587403452328781	0.03384117256696816
UP_KW_DOMAIN	KW-0812~Transmembrane	271	35.28645833333333	7.534001593669978E-4	MRGPRF, AQP7, SLC4A1, AQP5, ABCA12, AQP2, ZDHHC2, HS6ST2, TMEM92, HS6ST3, GJA3, CREB3L3, SMCO3, CYP1B1, THSD7A, PAQR9, ST6GAL1, TMEM52B, ENTPD3, KCNK10, SLC34A1, KCNK13, COL23A1, ACSL6, SLC51B, RUNX1, CYP39A1, PLPP4, ASPHD1, PAPPA, CFTR, PFN2, CDS1, CFAP61, PTGFR, CLCNKB, LPAR1, IL20RB, CLCNKA, UMOD, CD1D, GJC1, UGT8, NKAIN1, FLRT2, TSPAN8, FLRT3, KCNMB2, ST8SIA4, HMOX1, TSPAN2, ATP6V0A4, PROM1, TRPM6, SCN3A, TRPM3, GPM6B, PROM2, SLC19A2, SDR42E1, TMEM74B, LRRN2, TNFSF15, ABCA6, TMEM50B, GP2, ABCA8, NETO2, FA2H, OCLN, FXYD4, TMCC2, TMCC1, XKR4, SLC22A7, TDGF1, MRAP2, SCN2B, CLIC6, CLIC5, PTPRO, HILPDA, LPCAT1, HEPACAM2, GRIK3, PTH1R, SLC22A15, CHL1, DNER, RNF150, MUC15, CD36, CCR3, PACRG, MME, ANO4, ANO5, F3, SORCS2, TMC4, BACE2, CLDN10, CLDN14, KIT, CLDN19, PTGER4, PLPPR1, PTGER1, FAXC, PTGER3, TMPRSS4, NDUFA4L2, CXCR4, TMPRSS2, KCNA5, ZDHHC22, APOLD1, MFSD4A, ERMP1, EPCAM, SUSD4, SC5D, GPAT3, SUSD5, GABRD, RHBG, GABRA2, RIC3, GOLM1, DMRT2, ATRNL1, CD70, GCGR, SCD5, SUSD1, TMEM61, PKDREJ, FMO5, TMEM155, KITLG, XK, LGR6, RAMP1, SEMA5B, SCARB1, ATP12A, SLC8A1, LAMP5, CDH6, CDH4, CDH3, IYD, CDH1, SLC16A7, ENPP3, IL13RA2, SLC16A3, SLC16A5, PDGFRA, KIRREL2, SEMA6A, SCARA5, CD300A, SLC30A2, TMEM178A, SEMA6D, DIO1, NPY1R, SHISA3, SHISA2, PRLR, SCNN1G, EMCN, SCNN1B, SCNN1A, CLIP4, MAL, ADTRP, RHCG, PLA2R1, TRABD2B, CHODL, KCNE1, SUCNR1, TACSTD2, SLC1A3, VTCN1, HIGD1A, RTN4, FUT3, DPP6, BCL2L10, SLC38A4, SLC14A1, MFSD6L, ARHGEF39, SLC52A3, SLC4A11, LRP1B, TRPV6, TMEM116, UST, CSPG4, SLC26A4, BMPR1B, TMEM45B, MOXD1, HTR2B, ADGRE1, BDKRB2, C3ORF52, MAN1A1, CA9, QRFPR, ABCC3, SLC13A1, SLC13A3, NPY5R, ADGRF1, C14ORF37, NAT8L, SLC25A5, MCTP2, SMIM22, CDH19, SLC47A2, SLC24A3, DAPL1, NDUFB5, TYRP1, SLC5A11, ATP1A4, ATP1A3, ATP1A2, HSD17B12, TSPAN33, JAKMIP3, TSPAN32, MUC1, CLMP, MARVELD2, ERBB4, PRRG2, BSND, MAN1C1, MAL2, MEST, KCNJ1, SLC25A25, SPAG9, SLC12A3, MCOLN3, ERVMER34-1, KCNJ10, TMEM30B, GALNT3, PCDH9, KCNJ12, EGF, KCNJ13, SPAG4, SLC12A1, CYP4B1, SVOPL, SLC4A9, FRAS1, GLRB, NPHS1, NPHS2, SCD	573	5900	14500	1.1623332445943149	0.020882041573688226	0.005273801115568985	0.004897101035885486
UP_SEQ_FEATURE	DOMAIN:EGF-like 5; calcium-binding	8	1.0416666666666665	7.640873740072818E-4	ADGRE1, NELL1, EFEMP1, FBLN1, SVEP1, SLIT2, NPNT, FBLN5	735	43	20516	5.193102357221958	0.8908652159807734	0.17033270845177714	0.16980372488515671
GOTERM_BP_DIRECT	GO:0071320~cellular response to cAMP	9	1.171875	7.661438736574067E-4	CRHBP, KCNE1, WT1, CYP1B1, INHBB, PCK1, FBP1, SLC8A1, CFTR	676	57	19357	4.521255060728745	0.9197904175282774	0.09007662971714939	0.08933784812469403
GOTERM_BP_DIRECT	GO:0001822~kidney development	13	1.6927083333333333	8.583223580668081E-4	TFAP2B, FOXC1, HPGD, MME, SLC34A1, TCF21, SOX11, PROX1, OVOL1, VEGFA, PYGO1, CYP26B1, WT1	676	118	19357	3.1546610169491527	0.9407986263443551	0.09557316228546836	0.09478929977583662
GOTERM_BP_DIRECT	GO:0055074~calcium ion homeostasis	7	0.9114583333333334	8.709583440352523E-4	TFAP2B, CALB1, TRPV6, WNK4, ADM, SLC8A1, ATP6V1B1	676	33	19357	6.0740093240093245	0.9432127924421881	0.09557316228546836	0.09478929977583662
UP_KW_CELLULAR_COMPONENT	KW-0084~Basement membrane	8	1.0416666666666665	9.406906026634953E-4	LAD1, LAMA2, COL4A4, LAMA4, COL4A6, COL4A5, FREM1, LOXL2	656	43	17662	5.009075439591606	0.04146672350539504	0.006047296731408184	0.005509759244171901
UP_KW_BIOLOGICAL_PROCESS	KW-0769~Symport	13	1.6927083333333333	9.641330909144376E-4	SLC13A1, SLC12A3, SLC13A3, SLC24A3, SLC34A1, SLC12A1, SLC5A11, SLC1A3, SLC4A11, SLC16A7, SLC16A3, SLC16A5, SLC38A4	400	118	11248	3.097966101694915	0.10844413694548494	0.020621029025740915	0.019061455401945385
GOTERM_MF_DIRECT	GO:0001968~fibronectin binding	7	0.9114583333333334	9.933929159319944E-4	TNFAIP6, IGFBP3, FBLN1, HSD17B12, LPA, CTGF, VEGFA	700	32	18913	5.9103125	0.6113927989509359	0.1574527771752211	0.15679051523126644
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	22	2.864583333333333	0.0010200047196507085	PDGFRA, PTGFR, MCOLN3, PTGER1, EGF, PDE1A, TNNC1, PTGER3, HTR2B, CXCR4, FGF1, PHKA2, SLC8A1, VEGFA, FGF7, FGF9, ERBB4, BDKRB2, PLCG2, NOS1, SLC25A5, PLCD4	343	240	8205	2.192784256559767	0.26372941381366566	0.04371448798503036	0.041237333665878645
GOTERM_BP_DIRECT	GO:0060326~cell chemotaxis	10	1.3020833333333335	0.0010564801595979443	PDGFRA, CXCL12, HOXB9, LOX, CCL20, KIT, LPAR1, CXCR4, CCL28, CCR3	676	74	19357	3.8695426195426195	0.9691855383105162	0.11219137694827201	0.11127121680926737
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	10	1.3020833333333335	0.0011641602839314613	FOXC1, LOX, LUM, COL14A1, COL4A4, COL4A6, COL4A5, CYP1B1, DPT, LOXL2	676	75	19357	3.8179487179487177	0.9783910599902914	0.11976298920944908	0.11878072896988191
GOTERM_CC_DIRECT	GO:0005796~Golgi lumen	12	1.5625	0.0011949185210797246	MUC1, LUM, OGN, PROZ, GPC3, GPC5, CSPG4, UMOD, MUC15, MUC5B, PCSK6, DCN	713	107	20587	3.2381801260961316	0.44070467767985555	0.03822418852528738	0.036887128432839054
UP_SEQ_FEATURE	DOMAIN:VWFC 3	5	0.6510416666666667	0.0012208550366214735	FRAS1, VWF, VWCE, MUC5B, CHRDL1	735	14	20516	9.968901846452868	0.9709924567640021	0.24015423310811035	0.23940841250839573
UP_KW_BIOLOGICAL_PROCESS	KW-0130~Cell adhesion	32	4.166666666666666	0.0012426763113049496	LAMA2, TNFAIP6, COL14A1, LAMA4, DPT, FBLN5, CTGF, CDH6, CDH4, CDH3, FLRT2, CHL1, FLRT3, CDH1, SVEP1, PGM5, CD36, MYH10, CGREF1, VWF, PCDH9, CD300A, MYBPH, NPNT, MFAP4, KITLG, NPHS1, COL4A6, CNTN1, IGFALS, FREM1, CDH19	400	489	11248	1.8401635991820042	0.13754339102692392	0.020621029025740915	0.019061455401945385
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) (complex) asparagine	13	1.6927083333333333	0.0012430343328577141	VWF, GOLM1, IGFBP3, F11, UMOD, FBLN1, SLC4A1, CP, SERPINA4, KNG1, LOXL2, C7, CNTN1	735	120	20516	3.02390022675737	0.9728004337740499	0.24015423310811035	0.23940841250839573
GOTERM_CC_DIRECT	GO:0016020~membrane	162	21.09375	0.0012584094987748932	SEMA5B, SLC4A1, AQP5, ABCA12, AQP2, ENO2, SLC8A1, TMEM92, LOXL2, HS6ST3, RGS5, CDH3, CCND1, CREB3L3, CDH1, SMCO3, SVEP1, IL13RA2, SLC16A3, SH3GL2, SLC16A5, PDGFRA, GABARAPL1, KIRREL2, SEMA6A, TMEM52B, ENTPD3, CD300A, TMEM178A, DIO1, ACSL6, SLC51B, NPNT, PRLR, PGF, ASPHD1, COL4A4, COL4A6, COL4A5, MAL, ADTRP, FREM1, ATP6V0D2, TRABD2B, CFTR, CDS1, TACSTD2, WNK4, AGAP2, SLC1A3, NCAPG, UMOD, FUT3, LDHB, DPP6, BCL2L10, AP5M1, HMOX1, TSPAN2, FAM83B, SLC19A2, SDR42E1, TMEM74B, LRRN2, TNFSF15, MFSD6L, SLC4A11, HSPA2, LRP1B, BSPRY, FA2H, DLG2, UST, CNTN1, MYCBPAP, SLC26A4, XKR4, BMPR1B, SLC22A7, DOC2A, PTPRO, HILPDA, DIRAS2, LPCAT1, PTH1R, TFCP2L1, PCSK6, HK2, LMNB1, SERPINA5, SLC22A15, CHL1, CA9, MAN1A1, RNF150, CD36, QRFPR, ABCC3, SLC13A1, SLC13A3, NPY5R, MME, ANXA3, SORD, F3, SORCS2, F5, BACE2, ADGRF1, GAS1, C14ORF37, SLC25A5, MCTP2, SMIM22, PTGER4, SLC47A2, LAMA2, LAMA4, FAXC, TMPRSS4, PTGER3, SLC5A11, TMPRSS2, ATP1A3, KCNA5, ATP1A2, NOL3, JAKMIP1, MFSD4A, ERMP1, CLMP, SUSD4, MAN1C1, MAL2, SC5D, GPC5, SLIT2, SUSD5, BID, SLC12A3, MCOLN3, KCNJ10, GALNT3, ATRNL1, KCNJ12, GCGR, F11, SLC12A1, SUSD1, TMEM61, PKDREJ, GRHL2, VEGFA, SVOPL, KITLG, XK, XPNPEP2, FABP6, SCD, C16ORF89, FOLR3, PFKP	713	3739	20587	1.2510166333634294	0.4577196460153877	0.03822418852528738	0.036887128432839054
UP_KW_CELLULAR_COMPONENT	KW-0492~Microsome	13	1.6927083333333333	0.0013441675055013678	CYP2J2, ACSL6, CYP4B1, HSD17B6, PTGS2, FMO5, CYP39A1, FA2H, CYP26B1, CYP2B6, FLRT2, CYP1B1, NAT8L	656	117	17662	2.991531165311653	0.05873280041644058	0.007560942218445194	0.00688885846569451
SMART	SM00041:CT	6	0.78125	0.0013629817113359696	GREM2, VWF, SOST, SLIT2, MUC5B, CTGF	371	24	10374	6.99056603773585	0.2771914685191512	0.10812988243265358	0.10722122795842962
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	16	2.083333333333333	0.0013729944842140046	EGF, INHBB, FGF1, GDF6, PGF, TYMP, CTGF, VEGFA, FGF7, KITLG, CXCL12, EFEMP1, FGF9, OGN, TDGF1P3, TDGF1	700	167	18913	2.588605645851155	0.7292650409211847	0.1865311077839312	0.18574653950723746
UP_SEQ_FEATURE	DOMAIN:VWFC	7	0.9114583333333334	0.0013735898461799516	NELL1, FRAS1, VWF, VWCE, MUC5B, CHRDL1, CTGF	735	35	20516	5.582585034013606	0.9813777798530633	0.2408783108962996	0.24013024160780178
UP_KW_BIOLOGICAL_PROCESS	KW-0037~Angiogenesis	14	1.8229166666666667	0.0014038790158784793	VAV3, CCBE1, FOXC1, FGF1, APOLD1, PGF, TYMP, APLN, VEGFA, ESM1, CSPG4, ANGPTL4, THSD7A, HRG	400	140	11248	2.8120000000000003	0.15395182782951988	0.020621029025740915	0.019061455401945385
UP_SEQ_FEATURE	DOMAIN:EGF-like 1	13	1.6927083333333333	0.0014347524309951405	ATRNL1, EGF, SUSD1, PROZ, UMOD, FBLN1, VWCE, NPNT, LRP1B, ADGRE1, DNER, SVEP1, SLIT2	735	122	20516	2.974328091892495	0.9844064543184862	0.2408783108962996	0.24013024160780178
KEGG_PATHWAY	hsa04961:Endocrine and other factor-regulated calcium reabsorption	9	1.171875	0.0014402669518786089	CALB1, KLK1, VDR, ATP1A4, BDKRB2, ATP1A3, ATP1A2, PTH1R, SLC8A1	343	53	8205	4.062104626217064	0.3510447649879501	0.054010010695447835	0.05094944342270579
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	28	3.6458333333333335	0.001444570262032793	HDAC4, PTGER4, PTGFR, CALCA, PXK, TNFAIP6, PTGER1, PTGER3, WNK4, CXCR4, ADM, UMOD, PTGS2, KNG1, C3, CRHBP, CYP26B1, BDKRB2, TSPAN2, CCR3, CCL20, ODAM, LY86, KIT, DPEP1, CDO1, BMPR1B, IDO1	676	414	19357	1.9366406540319585	0.9914255073969186	0.14244919283493887	0.1412808671342878
GOTERM_BP_DIRECT	GO:0036376~sodium ion export from cell	5	0.6510416666666667	0.001471224956375432	ATP1A4, ATP1A3, ATP1A2, ATP12A, SLC8A1	676	15	19357	9.544871794871794	0.992146836434539	0.14244919283493887	0.1412808671342878
INTERPRO	IPR005775:Sodium/potassium-transporting P-type ATPase, subfamily IIC	4	0.5208333333333333	0.0014770223776998223	ATP1A4, ATP1A3, ATP1A2, ATP12A	693	7	19139	15.781488352916924	0.8233929402846958	0.24750674986312737	0.24666273707587033
UP_KW_MOLECULAR_FUNCTION	KW-0851~Voltage-gated channel	15	1.953125	0.0014771283849278893	CLIC6, CLIC5, KCNE1, KCNJ10, KCNK10, KCNJ12, KCNJ13, KCNK13, CLCNKB, CLCNKA, KCNA5, CACNB4, KCNJ1, SCN3A, SCN2B	440	150	11735	2.667045454545454	0.12067892597813212	0.025702033897745273	0.023338628481860652
UP_SEQ_FEATURE	INTRAMEM:Pore-forming	8	1.0416666666666665	0.0014961385769956498	MCOLN3, KCNJ10, TRPV6, KCNJ12, KCNJ13, TRPM6, SCN3A, KCNJ1	735	48	20516	4.652154195011337	0.9869511636908713	0.2408783108962996	0.24013024160780178
GOTERM_MF_DIRECT	GO:0005391~sodium:potassium-exchanging ATPase activity	4	0.5208333333333333	0.0015737306227420827	ATP1A4, ATP1A3, ATP1A2, ATP12A	700	7	18913	15.439183673469389	0.7763776742494668	0.18663892823183018	0.18585390645167527
UP_KW_BIOLOGICAL_PROCESS	KW-0356~Hemostasis	8	1.0416666666666665	0.0015896340242723026	VWF, F11, PROZ, PLG, HRG, F3, KNG1, F5	400	49	11248	4.591020408163265	0.17247582787263038	0.020621029025740915	0.019061455401945385
UP_KW_BIOLOGICAL_PROCESS	KW-0094~Blood coagulation	8	1.0416666666666665	0.0015896340242723026	VWF, F11, PROZ, PLG, HRG, F3, KNG1, F5	400	49	11248	4.591020408163265	0.17247582787263038	0.020621029025740915	0.019061455401945385
KEGG_PATHWAY	hsa00010:Glycolysis / Gluconeogenesis	10	1.3020833333333335	0.0017249034043685728	LDHB, ADH1C, ADH1A, PGAM2, PCK1, ENO2, FBP1, HK2, PFKP, ADH6	343	67	8205	3.570340716243854	0.4042402689068936	0.0574967801456191	0.054238629270700674
UP_KW_BIOLOGICAL_PROCESS	KW-0443~Lipid metabolism	43	5.598958333333334	0.0017328595819950349	CDS1, DGKD, HPGD, LPCAT1, HSD17B12, HSD17B6, PTGS2, PLA2G7, FUT3, C3, UGT8, CYP26B1, CYP2B6, OXCT1, LIPH, PLCG2, CYP1B1, SC5D, GPAT3, PIP5K1B, ENPP6, HADH, CYP2J2, GSTM1, PLCL1, SCD5, ACOT11, ACSL6, ACOT12, PLA2G4A, FMO5, ACSF2, CYP39A1, FA2H, PLCXD3, PLPP4, CYP24A1, SCD, DPEP1, THRSP, ADTRP, ANGPTL4, PLCD4	400	742	11248	1.6295956873315363	0.18648357636303403	0.020621029025740915	0.019061455401945385
GOTERM_MF_DIRECT	GO:0042803~protein homodimerization activity	44	5.729166666666666	0.0017662990053485504	DGKD, FECH, GLDC, TYRP1, PTPRO, BHLHE41, SLC4A1, PTH1R, PTGS2, ZDHHC2, FBLN5, RTN4, TYMP, BCL2L10, MECOM, CREB3L3, TERT, ERBB4, FLRT3, STC2, HMOX1, SLIT2, MAPK4, GSTM3, PDGFRA, TFAP2B, ST6GAL1, GSTM1, MME, TNNC1, NOG, ACSL6, INHBB, TPD52L1, NR0B2, RUNX1, VEGFA, TBX15, TOX3, KIT, C16ORF89, THRSP, GPD1L, HPD	700	728	18913	1.6329905808477239	0.813856160581714	0.18663892823183018	0.18585390645167527
GOTERM_BP_DIRECT	GO:0070830~bicellular tight junction assembly	8	1.0416666666666665	0.001853262443427995	CLDN10, OCLN, MARVELD2, POF1B, CLDN14, CLDN19, GRHL2, MPP7	676	51	19357	4.491704374057315	0.9977718870882225	0.17431257039328457	0.17288291079406867
SMART	SM00214:VWC	7	0.9114583333333334	0.002074370732472939	NELL1, FRAS1, VWF, VWCE, MUC5B, CHRDL1, CTGF	371	38	10374	5.150943396226415	0.3899491729318689	0.12342505858213987	0.1223878732159034
GOTERM_BP_DIRECT	GO:0050919~negative chemotaxis	7	0.9114583333333334	0.0021494579038955812	SEMA5B, SEMA6A, FLRT2, FLRT3, SEMA6D, SLIT2, LGR6	676	39	19357	5.139546351084813	0.9991612778994162	0.19325029617779338	0.19166531501230114
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	20	2.604166666666667	0.0021921274549752175	SPAG9, PDGFRA, SEMA5B, EDN1, SEMA6A, TNFAIP6, EGF, ARHGEF39, SEMA6D, MAZ, CXCR4, FGF1, F3, MMP9, VEGFA, CXCL12, KIT, LGR6, TDGF1, SMIM22	676	262	19357	2.1858485026423957	0.9992714139982671	0.19325029617779338	0.19166531501230114
GOTERM_BP_DIRECT	GO:0010595~positive regulation of endothelial cell migration	9	1.171875	0.00223071423291499	SCARB1, CCBE1, EDN1, ANXA3, EGF, PROX1, FGF1, TDGF1, VEGFA	676	67	19357	3.8464408725602754	0.9993585081594741	0.19325029617779338	0.19166531501230114
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	59	7.682291666666667	0.0022381920783357146	LPCAT1, FMN2, AQP5, PCSK6, ZDHHC2, LOXL2, BBC3, CREB3L3, MAN1A1, GABARAPL1, ST6GAL1, VWF, ACSL6, PLA2G4A, SHISA2, RGMA, BACE2, CLDN14, MAL, ERP27, PLIN2, CDS1, GNAZ, KCNE1, KLHL14, MTTP, ATP1A3, KCNA5, UMOD, CD1D, HSD17B6, ZDHHC22, HSD17B12, PTGS2, RTN4, UGT8, BCL2L10, ERMP1, STC2, MAN1C1, HMOX1, GPAT3, PROM1, PCK1, MEST, RIC3, TMEM30B, TMEM50B, ABCA8, FMO5, FA2H, NPHS2, SCD, APOC1, OGN, TMCC2, PLCD4, MRAP2	713	1144	20587	1.48911940093567	0.6634405516973794	0.06398596176889161	0.06174776969055589
UP_KW_MOLECULAR_FUNCTION	KW-0503~Monooxygenase	11	1.4322916666666665	0.0022515866263497384	CYP2J2, CYP39A1, MOXD1, CYP26B1, CYP2B6, CYP24A1, PAH, TYRP1, CYP1B1, CYP4B1, FMO5	440	92	11735	3.1888586956521743	0.17807727554298625	0.031518021469368836	0.028619812598622278
INTERPRO	IPR008365:Prostanoid receptor	4	0.5208333333333333	0.0022998849842072316	PTGER4, PTGFR, PTGER1, PTGER3	693	8	19139	13.808802308802308	0.9328530733832822	0.3372206358093853	0.33607069331728173
UP_KW_LIGAND	KW-0630~Potassium	15	1.953125	0.0023106381874787264	KCNE1, SLC24A3, KCNJ10, KCNK10, KCNJ12, KCNJ13, KCNK13, SLC12A1, ATP1A4, SLC1A3, ATP1A3, ATP1A2, KCNA5, ATP12A, KCNJ1	291	140	6850	2.5220913107511045	0.09048681584411167	0.018947233137325555	0.017098722587342578
UP_SEQ_FEATURE	DISULFID:Interchain	16	2.083333333333333	0.0023492643488035527	LAMA2, KCNJ12, LAMA4, F11, INHBB, ABAT, GDF6, PGF, LMNB1, VEGFA, CDH1, PAPPA, COL4A5, DPEP1, CA9, ENPP6	735	182	20516	2.4538835314345517	0.9989040982329516	0.35668849714932116	0.3555807688973046
GOTERM_BP_DIRECT	GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway	13	1.6927083333333333	0.0024096084040813467	PTGER4, PTGFR, CALCA, PTGER1, GCGR, PTGER3, LPAR1, ADM, PTH1R, ADGRE1, ADGRF1, TMEM116, RAMP1	676	133	19357	2.798872180451128	0.9996445063860784	0.2033956632368152	0.20172747280322043
